7242:19029,5611,44935,9782,7614,20037,94354,22848,29302,43282
7254:103841,58624,86845,94421,12703,78776,71891,39442,88658,57258
7268:21141,1476,7800,1804,66,109,4627,1186,2469,380
7291:10536,1326,7479,16036,11260,4547,31492,4696,1744,3618
7294:1382,48,472,1065,326,5149,16459,94,15242,34393
7299:3163,10474,86,5346,12892,1382,9691,2575,5957,4876
7303:83785,22110,41588,74118,104811,27309,20186,14670,121398,2016
7326:14768,188,124,23297,17979,3693,27138,32088,2268,31610
7340:56166,15238,11579,8897,5670,70959,890,10039,1730,3568
7346:179,22606,2904,12892,1929,3965,39701,39589,4364,38963
7348:654,302,17,866,1102,29,650,5542,138,1140
7351:
7356:1326,1147,5480,9417,1460,11813,81,70,1682,2337
7366:616,45,1245,18869,3886,380,15705,14560,317,14568
7367:76,302,986,81,17,6303,1476,9830,3146,1069
7383:19886,28994,5187,86531,899,20327,101979,12400,80675,42725
7397:32,1510,786,855,7231,4210,449,40182,16512,4326
7410:564,1888,138,521,2157,3819,1305,6708,8398,508
7414:19687,19877,6278,775,37780,107206,980,52681,13350,5275
7419:8733,12254,42205,2370,9874,9062,3698,12120,1400,7838
7429:
7433:21141,239,6284,15900,3798,162,47687,755,37814,720
7444:22052,31159,100976,37648,7622,7334,8772,1547,7468,476
7451:69,38690,1917,17944,1617,65161,8794,55235,12495,52829
7461:14593,168,4190,9783,10020,34134,574,986,225,2642
7466:1951,28682,4934,24187,2268,20711,29097,4487,84,6423
7467:9850,11406,1458,40048,4012,5395,179,999,15507,2361
7488:5904,8100,6765,4025,2361,2868,11293,5996,14992,923
7489:7612,24032,85656,50463,58835,68947,39860,98736,32960,49652
7517:3378,186,11408,10178,22713,64973,45641,40356,32261,39446
7518:4049,1208,9216,47023,34922,59326,33884,66525,93643,67442
7519:12175,402,3915,2429,4485,2538,22424,40224,40182,40225
7527:39395,20300,4422,579,12680,27810,131,245,26708,55341
7542:15565,2155,8860,760,135,1528,13567,5557,1069,3709
7555:72027,2600,6165,2549,10079,78217,13312,117659,73619,103272
7556:22059,17498,20008,25466,25740,48210,14505,3481,42353,31760
7558:9874,9417,5480,463,168,8860,53163,984,197,877
7563:692,726,5421,1653,3162,2868,7989,915,16288,84
7572:44728,23285,14226,15537,11206,2882,1147,4116,20718,13994
7586:78340,32748,52216,62850,89617,595,38275,2833,24078,12254
7590:4886,101,7166,6353,289,402,7317,16512,2831,4326
7603:35651,21578,7841,153,29895,9250,3429,205,2168,356
7605:358,6284,1116,239,39846,15900,162,47687,3798,37814
7607:44115,19340,13511,30188,19406,107603,964,1483,42503,6210
7608:29526,2868,692,1653,42,5421,915,7989,16288,726
7612:616,94,902,17,564,131,8276,138,1462,29
7617:654,755,2641,46650,1119,37236,17
7637:8272,55251,3738,15561,7676,11100,103286,24586,7917,12023
7657:7264,30463,6453,782,58996,33346,1460,1335,1097,98056
7661:268,1382,11355,6,2698,69414,21384,3233,17607,68630
7678:2880,1206,1352,6601,16519,3107,12990,1515,1712,6434
7682:17,47276,1462,7836,1217,861,302,3216,138,1012
7692:2266,27293,3657,24259,75427,30860,56243,7407,68004,15789
7699:18966,2703,105524,1919,13298,9341,18476,78091,929,82537
7707:17431,109,380,1804,239,1186,42,2469,6284,1832
7708:302,138,1335,13504,48,899,84,182,947,12092
7713:358,236,12223,1476,12175,3588,2538,29,4068,2342
7734:89664,86,493,7145,45678,16092,35073,27423,61,24218
7741:1804,3736,2469,3798,162,204,10040,1476,1983,47687
7742:4174,1313,13458,6513,7270,11881,814,3,47827,65615
7743:855,12223,8205,28513,32,1510,786,16205,449,40414
7751:23867,4886,1277,7166,7843,29,12175,1476,9635,6353
7760:15931,71353,68700,72988,64593,15558,21903,36108,38546,2351
7766:76,4372,352,2579,508,118281,14754,226,1164,378
7787:6271,1190,71472,7217,11503,11594,11355,18360,103,1517
7813:364,755,2469,3798,15900,47687,162,720,62,45295
7818:10249,616,16595,1424,43624,1374,205,1393,19585,14046
7823:32,3288,9106,39055,719,10428,2351,101676,12647,37225
7825:3407,42,624,14546,8630,45648,45831,6039,470,35840
7833:8,17,302,84,1102,616,902,6,430,361
7841:812,27231,7620,58,23297,31804,3693,17979,10871,31870
7844:34839,102717,99471,62435,104776,60636,16819,4369,95881,2361
7850:6931,4485,3915,18012,7843,16512,402,3313,4326,40224
7863:1653,101,7989,114,29,15836,49683,1332,692,39649
7869:62781,109340,90081,109492,89001,81744,40029,81500,106147,75754
7888:1116,61772,1476,15,493,8457,3588,21141,37814,47687
7889:70,508,1097,3423,698,81,1023,535,226,1344
7894:37118,3093,10792,5450,23297,124,10871,14768,3693,17979
7903:2048,565,10905,19863,16005,3131,2025,13896,1131,6627
7915:12175,899,1896,5998,1510,4181,855,786,2734,3730
7921:43783,10503,81699,5767,8454,731,81,8117,113158,49433
7945:24778,12571,11759,50876,23239,7235,14226,46771,46591,4119
7946:2538,3385,10520,13162,834,7154,21462,22986,47555,294
7949:327,71809,8151,1886,3811,4697,96,35505,5230,375
7951:6284,84,4542,1762,1476,66,4627,1009,239,1181
7958:
7962:5459,17988,109,239,901,2617,1181,4420,1762,10040
7964:65558,13567,34134,168,5480,17,1109,46414,42978,47501
7967:565,56568,45974,453,26531,3737,736,14814,535,46376
7969:10256,518,901,2366,1388,50906,1389,4833,3025,18756
7975:1535,302,3144,262,246,2956,430,2937,254,14675
7976:1508,1382,542,327,76,29,17,8,107349,42330
7977:13083,13620,33748,9789,2661,36694,2657,38737,30235,51026
7981:3378,65033,39446,32261,10611,45315,186,22713,68179,99302
7990:5985,17431,755,2469,3798,15900,47687,162,720,62
8002:33285,5122,13881,29311,441,14955,4715,4421,1340,1205
8008:
8009:8,1220,358,61,5182,3539,1762,66,15250,5869
8023:15466,21043,31975,763,221,4741,2239,10445,15179,19615
8032:17150,1794,16459,69198,97097,13838,38732,18513,1382,165
8036:719,9594,7334,48524,7088,19207,28400,46064,4194,2318
8054:931,873,23297,124,3693,17979,1332,10871,14768,31870
8065:7166,2185,4685,2514,692,4628,4828,3,5991,32
8068:538,24655,24885,10048,18452,5053,5962,23230,11358,66271
8069:3506,1267,1023,970,2868,726,2121,112198,9051,7506
8081:873,254,10871,17979,1332,29136,4499,7377,3693,965
8090:381,4542,899,1762,84,6284,1476,109,1187,380
8097:542,378,12874,4249,4958,3137,3661,873,23724,40109
8103:189,25751,81609,13817,59438,58057,48159,65416,4568,19603
8104:
8130:31517,4422,245,579,12680,27810,131,26708,2658,55341
8134:57519,105057,92398,8384,27880,38349,19319,659,66465,399
8137:5241,8055,12379,167,2430,4008,1804,58,2831,999
8141:375,698,14152,974,19789,15171,5480,9984,29962,20451
8144:2833,9783,5953,2460,5480,463,2642,168,2632,4481
8150:12223,4181,1476,1277,4210,786,1510,1896,7231,3028
8159:107566,1152,43885,1521,14551,908,33240,306,40796,361
8161:8357,54240,77681
8163:8218,254,546,13420,654,32256,155,709,56260,58
8184:5117,15,8,616,138,554,4497,861,4021,500
8186:4497,101,7974,36711,5514,19664,29,26889,88,1476
8200:6284,14559,239,3798,755,15900,162,47687,2030,2469
8206:1598,19264,616,15459,1305,262,2060,4798,42503,546
8217:4563,1476,915,11224,749,17464,7194,8731,2789,3675
8224:901,521,4288,12056,211,15122,6053,366,834,109
8225:774,1187,947,3434,48,4487,4299,899,9490,10046
8227:6210,1483,546,30543,61158,13,42503,2060,31133,2268
8229:289,3730,6353,3028,7166,8,4886,15561,1896,26889
8245:10503,76,33562,8454,58,1730,840,5767,361,262
8263:
8264:545,986,23950,14034,1758,6468,11315,2309,23716,73761
8270:1109,12463,2136,1650,48507,47877,1449,363,5548,39153
8276:5241,3162,29333,3,3319,3730,2904,674,22606,53143
8285:8,518,39108,5741,616,75235,483,14626,84,89274
8286:70,17,302,787,1119,535,226,8,29,74140
8287:39436,23950,6468,545,10330,1758,68034,14597,24917,31789
8290:654,302,29,1476,568,162,402,787,518,7048
8310:6224,44227,60114,49237,911,25145,6668,47188,1991,1997
8314:1546,40355,866,16959,53154,82058,67156,63166,17,3878
8325:250,654,3631,2618,17,7010,1196,9331,29,302
8326:1551,394,2366,901,50906,1388,58,13804,10256,518
8334:101,892,17,2937,236,61,616,29,654,30532
8336:
8343:8582,837,13576,36625,6307,5727,35554,6445,395,20624
8347:39702,101,9246,530,2840,1424,29,289,7270,616
8352:375,17979,18360,7217,3093,223,873,245,10792,931
8368:4536,15,1804,508,554,94,289,616,7747,642
8380:6097,336,2548,2634,14754,7180,1124,9417,13366,2715
8396:7210,101,1752,692,4025,7655,8100,1374,19585,1393
8401:302,2618,236,654,4707,2947,1832,2185,45,162
8406:4485,119,289,101,1476,7874,22424,36711,29,7974
8411:84,8,508,2618,162,1476,749,2338,5178,97
8413:17,859,861,58,361,1089,9629,5998,245,616
8435:
8449:27138,5450,2194,1744,28604,10871,17979,1332,29136,4499
8450:1686,13266,18803,1711,37804,91192,101220,95512,2876,63344
8476:568,58,76,285,302,787,32,5985,30730,1550
8477:28198,16390,27138,1332,10871,29136,7377,17979,5325,4499
8491:5167,7211,12790,103,5821,97701,687,95194,48106,802
8499:37118,5490,1002,4802,5450,931,17979,10871,3693,1332
8500:4455,8418,50294,226,60193,29047,17,564,88651,34979
8510:53598,8658,6577,13620,33748,9789,2661,2657,36694,38737
8513:381,6916,53564,9775,94,5117,610,5602,807,1208
8517:57092,25041,29782,1140,26492,31128,508,91334,1050,83832
8530:1561,6284,4542,1181,5701,2486,1476,1186,4702,109
8531:380,2172,6284,66,109,1762,1186,1832,2064,239
8534:13388,4941,2447,3180,31369,3829,29808,29094,3634,25504
8536:57718,4262,5084,710,70342,97267,14551,301,4368,15766
8537:409,1276,2073,8213,3661,84,85627,7667,13235,4403
8552:
8569:7859,1527,1206,4568,4825,11725,8225,10041,7880,16519
8578:106,226,866,239,1131,354,1382,84,58,17
8581:11724,14750,20850,236,776,32437,3802,86525,49997,38257
8582:43485,358,1896,289,786,4886,101,7166,12223,2734
8600:13206,245,19893,5176,3929,295,354,22543,17158,14646
8603:51517,8660,17,8,1495,25937,47023,26460,866,84
8635:546,66494,7841,76,14476,1001,230,2755,5471,5315
8636:7202,4906,31739,59009,10979,38820,30526,10302,99740,38583
8637:
8644:55436,4497,53644,568,736,1245,645,3101,303,1424
8651:239,6284,9592,3798,15900,47687,37814,755,162,2469
8660:1187,11160,1804,109,6284,16431,10040,1186,2469,3144
8670:81,780,17,77038,262,866,229,654,3516,76
8681:26889,101,84,7231,289,855,4210,430,32,2901
8692:57375,5116,2379,3319,8630,35840,45648,45831,7407,14546
8711:
8717:3819,1884,1690,1344,81,542,5767,17071,2369,3429
8718:44843,15604,760,29475,2802,8860,39242,2153,2632,1400
8719:13273,1476,29,9077,803,500,1208,24426,1511,807
8735:3244,10047,29,654,36292,162,4174,289,176,673
8736:6491,32616,6127,11671,18239,11340,500,719,13737,262
8746:6284,5117,6026,42,3588,239,3482,381,1832,714
8747:16512,402,4326,40182,40225,40224,633,3249,7317,2831
8755:27589,86870,27582
8760:38295,1046,224,29900,182,1245,1772,167,650,616
8765:
8768:18892,39619,48992,19089,31619,33223,56217,5726,826,15475
8771:2570,39846,15583,10256,1389,901,3191,50906,2366,650
8774:493,188,65,1116,61,748,59117,2535,31938,17111
8782:2153,5557,15623,14593,3524,5405,4103,1013,9417,4394
8788:19220,490,6640,29,3561,1549,10247,153,19963,9598
8789:10792,3093,23297,124,3693,17979,14768,10871,27138,31804
8790:11563,3471,1344,35279,45956,2766,247,5522,17567,7793
8802:4181,15487,6284,1804,239,1762,2469,1021,14700,720
8810:4187,1023,7642,179,2583,571,873,9013,481,901
8812:2967,2204,2379,140,15686,7211,13613,39801,7585,342
8822:
8825:43485,3730,1896,289,654,86,238,2734,20252,5514
8844:2121,84,1109,1348,13449,285,302,518,11602,29440
8850:2880,1527,4755,8848,3172,10041,3107,4825,23580,12990
8852:70,17,302,899,48,986,245,29,6,84
8862:17,495,224,736,901,1568,654,363,19235,4853
8863:12223,654,3028,86,2734,22424,1896,2342,101,19664
8868:327,9876,14894,16191,2416,1212,52798,14700,6727,897
8870:3730,1476,3028,22424,31698,12175,2734,29,40225,40224
8872:35507,2429,9876,1287,1731,124,14768,23297,17979,2268
8877:931,375,2429,2194,19369,27231,7620,563,33844,4422
8889:3789,429,8273,76,225,535,3307,901,17,24910
8890:698,4358,3125,53108,16685,3193,2520,98585,1050,1884
8900:3707,9250,32831,3429,205,29895,2168,356,43567,2557
8906:4186,1476,20320,7166,6353,7843,4886,1510,1405,12175
8912:633,3249,402,16512,40182,4326,1220,24108,3190,13599
8913:2548,15772,157,840,10230,5111,10997,31391,37703,15749
8915:615,12175,8156,3915,88,1231,5484,1510,4485,2430
8916:508,873,542,908,24141,17783,25196,36226,76791,7026
8920:10071,81,2342,16404,1508,780,731,5767,3939,9559
8924:9567,827,11200,1410,535,13020,6143,16036,12133,1624
8931:301,289,2538,7231,7843,3588,2166,40224,40182,40225
8935:17406,10871,17979,29136,4499,5325,3693,7377,124,32088
8936:54180,89051,736,40588,6306
8958:7578,30427,7217,410,194,32831,9250,3429,205,356
8984:29417,1462,352,297,60889,81173,14754,25127,9725,162
9000:1044,4174,554,94,508,32,1102,5414,7270,3319
9001:4797,47366,1467,1951,2268,7126,769,16127,6417,94
9013:3234,654,58,17,486,285,40,8,861,859
9024:34610,2430,27986,1896,73071,2575,72317,5057,4904,636
9079:6836,217,11720,1558,43773,37074,1146,13468,23147,13832
9085:29,326,14617,1126,7806,7006,34393,1119,12266,1388
9096:2880,1923,6266,5254,30505,12990,4444,7831,10159,1712
9098:10232,60269,51850,61503,27970,2345,34199,2318,11217,19057
9106:6284,239,3798,755,15900,162,37814,47687,2469,62
9111:62,564,34632,398,21902,194,236,2831,65,76
9122:3028,2734,1896,3730,16512,40182,40224,402,4326,3249
9128:4497,29,12389,7317,855,1476,12223,8056,1960,19664
9135:302,564,10641,4203,1764,1023,2266,650,645,94824
9141:2880,3107,1352,5624,24581,1527,1712,6601,7880,15608
9152:1181,493,239,899,1983,5117,6284,1187,3482,15
9155:55433,103001,66983,86151,120221,120467,14154,17740,31210,8409
9157:7622,5975,12562,298,245,76,3034,20062,70,33550
9158:40,4357,2973,3717,8384,2950,4292,119,1471,1126
9159:66766,68335,353,6593,1930,7166,18319,58,270,3158
9160:6434,2880,10041,6266,1527,5624,19524,3172,2694,947
9161:7629,7711,23285,1124,10020,28400,877,32100,37045,2153
9171:12207,14352,2582,395,495,239,6755,749,15603,63335
9173:2101,518,101,2024,725,3506,7132,24551,31201,103671
9200:52378,3787,4621,14671,70182,14628,45041,30734,27781,21077
9224:1023,899,508,5567,10695,1790,52008,92657,79788,5771
9225:24673,311,8759,17002,57377,18749,18919,1011,14814,15773
9233:15373,22776,1930,42657,122837,121747,119615,44134,69881,69008
9236:37118,1744,9846,19405,5450,14768,124,17979,3693,23297
9237:6598,1021,1424,1001,3,11818,1217,5857,1476,680
9238:1344,2868,2361,14046,4003,43624,1393,1374,19585,787
9245:25222,17264,90299,25667,29,58,302,1476,861,616
9249:17,114,654,363,58,5407,289,78219,285,88332
9256:28198,1876,1332,29136,10871,4499,17979,7377,23297,27138
9276:57466,53301,120,30884,110595,3143,6207,755,1983,2469
9288:1890,3292,3304,1162,2868,239,2200,4499,6243,4497
9290:8322,30815,13077,24933,31597,16965,6856,18743,37112,50871
9291:7231,4497,4210,86,7974,5514,1756,402,899,4422
9310:645,101,14046,4003,787,19585,1374,25829,43624,1752
9312:1476,12175,29,402,633,16512,4326,40182,3249,40224
9313:787,5737,36923,39843,22466,24313,15193,511,11633,13720
9331:64240,52132,85508,24308,11246,69121,28740,12565,12964,3146
9333:203,6210,3039,8,95159,4993,62433,2739,353,2939
9350:380,109,1186,15900,3798,162,37814,755,47687,2469
9357:9760,83385,80021,986,7585,20184
9359:645,2361,3046,211,2868,43624,4003,19585,1374,1393
9364:11456,37814,47687,14700,15914,7407,162,109,3798,6207
9368:72716,50917,3291,60740,680,80322,8873,19631,16484,25601
9369:4792,27588,719,4877,1621,168,2677,94856,95729,102614
9371:15242,34393,1119,472,326,554,101,10445,1044,58
9381:1913,62347,19319,22507,31633,5214,48061,26121,94260,46332
9389:95029,97686,45970,109119,63225,72606,18077,32076,39645,650
9394:1886,2430,6,22728,8384,1254,1551,27140,2018,985
9400:1804,5711,4181,542,8604,409,80527,102603,358,1822
9402:
9420:454,30688,1598,726,1180,14179,32275,1346,1475,510
9431:7468,42989,65526,8392,10958,357,14259,21479,1077,476
9432:1762,3798,755,15900,162,37814,47687,2469,62,6011
9433:327,2495,77882,118575,71022,95228,103886,16952,113918,20330
9437:11358,5053,15278,74239,13555,41385,23622,24655,10048,66271
9442:12471,780,508,1535,5767,262,102441,3516,69120,35088
9443:46942,1804,6284,239,39846,21141,2469,1187,2429,2831
9451:31715,1598,6292,899,10445,6457,2868,7210,4268,28428
9473:40825,28416,59924,8484,52866,29335,33851,3542,1435,11482
9474:
9486:94680,94987,45,22008,78501,614,3509,162,2469,2073
9487:380,4993,16431,7800,1186,109,15914,47687,37814,162
9489:1476,2538,9035,755,2469,3798,15900,720,162,3143
9494:41257,17727,29434,6266,20525,4966,508,8514,18791,4148
9498:
9499:11633,8731,15193,39843,511,36923,581,3213,14209,2266
9500:901,209,826,358,30069,3291,86026,81534,3905,97
9507:53415,1136,15201,285,224,20297,25010,83691,6446,58254
9514:9961,85292,23317,63098,45791,19244,36401,1989
9525:15242,6129,530,1187,34393,931,3429,2583,6353,472
9528:103,2739,616,17,364,353,9853,7990,2535,5568
9531:35368,262,6315,3506,89252,402,1851,77264,77204,92453
9535:40558,41039,21361,51772,51714,24407,22245,14871,56834,56237
9538:204,4181,1116,8457,2172,162,10040,1021,4627,755
9541:2162,1187,55676,899,10511,947,165,77846,774,70330
9553:16056,111574,108638,3901,122169,546,873,2254,7240,1205
9568:58356,23113,52391,59613,94724,26340,24673,18195,20281,19490
9570:749,1462,2051,70,76,56495,2609,1023,354,357
9571:81,76,226,25481,20313,8275,2414,1682,2967,719
9573:4,10048,66271,23622,21442,13555,11358,18975,5962,7450
9576:
9580:4072,19585,43624,1374,205,5996,4003,1393,787,8946
9590:43485,12175,17091,1896,4181,4422,289,15873,2734,12223
9593:1890,2588,2868,239,1342,6243,194,4497,61,90171
9606:410,41,11503,6379,2379,14546,45648,45831,470,1435
9612:4497,4886,289,11107,301,21297,91867,23066,34239,31395
9613:15,61,654,238,322,2957,17,3323,518,70
9614:29,14314,155,11666,330,1245,3006,5514,678,9051
9630:984,8860,352,16381,9417,175,719,10267,12254,32748
9665:84,1476,1762,6207,47687,37814,14700,15914,162,15900
9666:11644,398,13388,2447,29808,4719,9388,24211,236,4941
9668:422,317,6539,73450,645,19439,23406,49080,116667,3017
9680:12223,1277,23867,7843,3249,1220,633,402,4326,16512
9685:6,17,14626,518,873,616,238,483,14511,8
9693:15487,8118,1231,7841,4643,22140,9916,289,4919,322
9694:1376,42,508,1155,8301,1382,29468,7094,42888,95886
9696:924,2547,31527,2123,62728,486,5794,3825,96510,54651
9711:36868,6720,6432,36887,88297,84537,39875,97047,36005,86488
9722:37118,2429,8651,1287,873,9846,931,1731,5450,10871
9727:50463,58835,68947,39860,49652,40,380,1418,226,67350
9742:3233,508,1348,301,25764,24164,23835,51198,2097,13567
9745:12175,4068,7843,3757,289,101,6353,1476,855,84
9752:66244,27381,9412,27315,124,15131,37159,138,2526,94
9753:891,594,1119,812,9717,4420,15242,496,42888,95886
9755:8100,4025,692,29,43624,19585,1393,1374,4003,787
9757:59623,48361,23599,301,3966,21879,508,65787,66320,64665
9786:812,254,17979,14768,124,23297,188,3693,27138,28604
9808:1245,690,17,616,787,238,3223,84540,5553,27186
9810:23398,1122,1406,33683,33720,9448,15937,36443,65938,16433
9812:3162,496,48,15242,1125,34393,2734,326,1187,472
9813:35507,1287,1796,2429,388,4715,1731,10871,17979,1332
9818:
9820:10526,394,2162,6210,4268,245,94,354,5117,2955
9824:3618,4513,1256,38225,1744,11179,4421,3976,2347,14955
9827:899,1187,3304,472,6203,2935,998,9194,33058,901
9831:595,81228,32748,59307,38174,38275,64408,89617,64764,13534
9834:302,486,101,6,616,354,5604,508,654,84
9837:7843,483,786,1510,15873,4181,29,1476,289,449
9839:8769,731,95225,94567,3211,2664,93627,6244,16340,16305
9840:10365,40107,10248,35154,71315,30489,4256,4268,4487,54886
9864:1476,4536,4025,402,654,285,11818,18666,77419,27297
9879:1945,3017,873,101,17,1208,100286,98624,118165,26405
9890:66,1804,1476,901,239,1762,2469,16431,510,84
9891:1476,12175,29,16512,402,4326,40182,40224,633,40225
9892:2956,1002,3105,901,2640,17,14754,12165,45541,674
9896:50626,1827,7817,2824,5108,116,15873,483,449,101
9899:1389,650,518,10256,2366,901,4833,548,18756,2661
9900:1187,899,2469,1804,46942,15900,162,47687,755,3143
9911:245,5567,84,34320,342,5545,21303,377,9691,2302
9926:7800,84,1762,239,66,6284,4627,755,6862,15900
9927:358,8055,4485,43485,17091,4497,4181,7843,483,2831
9929:21834,8861,5219,1109,855,1912,10676,26156,59506,5140
9944:36269,56364,12222,14201,29819,65121,49920,1164,107205,48271
9945:7146,17376,354,7334,15408,17,866,7622,12861,8392
9946:10503,76,33562,8454,58,1730,840,5767,361,262
9961:2178,18536,647,43881,63691,22632,18004,31095,20621,80461
9984:29024,347,12550,53847,1546,74617,46837,96683,75338,71844
10030:1009,2469,518,7800,5117,6284,162,1804,66,239
10040:12571,7235,18062,63335,7611,65119,58089,322,2582,6
10050:6210,1483,546,30543,61158,13,42503,2060,31133,2268
10051:409,35144,56594,875,48,1187,17,6450,2162,899
10073:23867,52,2062,1140,6759,17,1023,7578,81289,15114
10078:
10082:873,10792,3093,931,7377,17979,10871,29136,1332,3693
10084:91352,10662,3068,52056,301,76833,226,70,1295,104526
10086:17,302,239,58,131,354,29,101,224,984
10088:22059,40142,25368,81719,28632,698,8419,76,31342,16501
10090:890,2139,40,5670,17,56166,22498,15238,8897,70959
10110:5490,4802,23297,124,17979,10871,14768,3693,27138,31804
10111:20879,15398,3841,179,402,38844,9080,1023,2484,95
10115:53,85310,249,716,1200,3329,24657,13312,873,1276
10117:17,17124,999,302,101,1693,4174,4886,9215,654
10130:131,1126,1709,999,84,674,226,65,245,1044
10132:13757,94,6527,13060,7312,10427,15403,8651,692,1539
10133:2520,500,16685,3125,98585,53108,1050,11326,1468,834
10136:9722,17,29021,1410,190,398,736,2429,409,1499
10140:26316,27583,12484,402,31373,23842,1476,11818,14617,17464
10148:67245,2153,15565,20718,18062,7611,65119,63335,322,28052
10155:10610,1796,58,23297,124,3693,17979,28604,10871,14768
10156:508,297,1460,564,736,8009,1119,17,1208,616
10194:7667,2361,2570,5421,15507,395,999,11535,34324,15444
10196:239,1009,6284,47687,15900,162,37814,14700,3798,755
10200:2403,970,1524,3506,4487,10046,5108,2824,25783,9217
10210:17198,37386,16155,3829,78608,3180,4941,2447,36885,22703
10233:58227,18156,1592,13411,33833,26628,53668,7728,17,120587
10235:3282,6320,3060,64639,84220,10882,11847,100832,54356,42203
10236:65107,33195,115745,49680,115685,49842,2377,98423,13568,92484
10237:1762,2469,1804,755,3798,162,47687,15900,62,6011
10249:138,1462,656,273,2013,2326,117030,289,109476,1804
10254:616,58,2919,8231,273,650,302,2602,1578,1476
10267:1804,3144,1187,239,1762,4542,2469,1186,6284,380
10275:22110,422,288,58,17,542,409,1384,3675,76
10276:15,268,4497,2361,2868,14992,101,2223,616,16107
10279:518,1089,273,486,454,21923,238,35839,101753,65220
10302:12409,239,285,755,2030,92517,96517,87558,65878,98248
10303:17448,89570,92545,72700,46240,76972,22218,1050,2520,500
10304:654,3,15657,1136,8890,3231,12362,24534,787,3541
10306:2944,16431,2030,21141,1009,1511,1476,2469,239,4181
10313:58,616,79194,13976,28920,52627,58581,12237,7956,302
10317:518,10071,16477,1119,363,8,34775,2328,4345,1077
10335:6500,41662,669,106204,18152,83186,15531,29322,110095,22472
10339:3632,14617,7048,326,8151,15242,483,1389,2583,554
10342:5929,3561,86,31019,11881,6439,9367,2512,3646,859
10346:51326,7742,238,31879,30545,564,10003,10880,57778,104057
10359:285,1476,239,6284,3798,755,15900,162,2469,47687
10364:755,508,32721,9992,40628,69184,69790,70065,2210,15
10366:493,2469,61772,6073,1804,11035,162,10040,239,3588
10371:59080,75363,78352,89008,60610,72363,43339,32623,34277,55609
10377:449,15122,496,65277,472,1187,3965,521,138,366
10378:97626,18935,2153,168,463,8860
10387:48539,53812
10388:1510,786,11535,855,32,7843,449,4326,16512,40182
10392:
10408:14793,39959,54010,24058,87930,88139,38535,74316,72348,64501
10420:14841,29357,1790,1551,4008,4169,787,1187,16366,891
10427:14569,10084,57630,45268,20762,7040,32,4996,84465,74093
10439:3539,650,962,76,1535,358,8,1549,25406,749
10445:4753,44936,4630,8462,1983,22308,1119,1622,5471,1511
10454:245,1126,7910,15,496,116650,94440,10859,13436,93697
10471:73,2469,483,892,1287,3564,4669,612,32199,1804
10478:11535,2734,3730,4485,1896,4886,1476,1358,2430,12175
10479:70299,68370,4996,70,787,564,76,5292,518,659
10480:22273,73,11459,2469,101,554,58,9331,1804,72562
10488:6284,239,3798,755,15900,162,5869,47687,2469,720
10502:41101,11241,58923,28760,22678,38702,56632,9919,21868,53201
10513:813,301,946,8,518,34398,35195,642,26248,88959
10523:14955,3506,16465,3976,4421,4194,4513,2347,441,1205
10543:496,5122,2715,1744,441,6142,353,2548,1951,1382
10554:
10563:899,2789,6005,66453,7166,594,19963,294,23847,24579
10564:873,97,5150,32062,1875,931,511,4014,8946,8042
10570:39846,6011,1476,5735,162,15900,47687,14700,37814,3798
10573:
10580:19871,17567,247,3372,10492,6503,83134,5522,8,302
10636:1102,8,289,54,57074,3,3855,16311,187,1585
10655:1535,358,1690,94,3824,5000,1344,2233,17,32
10691:542,364,9572,5567,103,51984,40315,862,37249,57377
10693:153,11881,31019,11459,20440,861,45258,787,6439,859
10698:204,1685,1550,944,29,542,654,633,10100,36247
10707:
10710:5542,3730,7166,1896,1510,4886,4181,4068,2430,2734
10726:22655,69494,103120,23402,5767,75513,1885,33807,18532,105984
10747:93815
10758:378,1342,7154,1606,18749,9775,73,283,14313,4364
10770:2543,19378,1076,7088,4625,18205,203,67725,10883,311
10779:
10794:616,302,17,654,2618,650,1239,76,394,8
10801:698,76,2414,10048,40,564,401,500,81,262
10807:8151,899,472,3652,45210,45385,45484,44751,8156,27820
10820:38085,96651,52547,48286,102055,64104,5245,45368,36039,64788
10842:
10843:1181,2338,6284,755,3798,162,37814,47687,15900,2469
10844:3155,1930,39430,22045,2200,72105,90392,48,736,117
10845:10770,3672,25662,17185,7021,26460,5545,61664,7397,26312
10854:13566,54897,78928,51617,45662,23368,41850,16689,89080,63264
10858:11381,3174,755,2469,3798,15900,47687,720,162,6207
10871:17,58,364,1050,650,29,675,358,254,101
10892:9318,674,65,1703,17,11861,6,57486,101691,102499
10905:
10908:7407,4181,616,1164,690,787,1277,554,1405,45761
10913:22926,12869,20118,12306,65,46072,35378,1347,58232,27944
10920:8100,5871,616,8457,246,1165,5996,101,211,2361
10955:2162,48,1187,875,891,70,17,4268,17850,6450
10956:2618,2172,5711,2338,2484,76,616,58,6,1476
10968:483,65,17,766,554,289,1023,354,654,542
10991:3976,3309,431,2139,1164,54216,2620,3407,6455,3484
10999:238,1200,645,20699,749,495,3234,5514,239,5925
11000:5860,10071,262,550,16680,22597,8511,3718,5767,2700
11022:6284,518,239,3798,755,15900,162,2030,47687,2469
11034:16595,2163,861,2158,521,5268,5581,1424,786,1462
11037:58356,110156,23113,52391,1011,9435,45028,19490,49500,18727
11047:17,654,302,1127,8,873,273,1359,6243,34629
11055:
11099:42,1476,47687,162,15914,37814,15900,14700,755,6207
